Index;Region, development group, country or area of destination;Coverage;Data type;Location code of destination;Region, development group, country or area of origin;Location code of origin;1990;1995;2000;2005;2010;2015;2020;2024
1399;Oceania (excluding Australia and New Zealand);;;1835;Tuvalu;798;  522;  518;  511;  493;  385;  387;  392;  406
1400;Oceania (excluding Australia and New Zealand);;;1835;Wallis and Futuna Islands*;876; 2673; 3143; 3615; 3721; 3823; 5853; 6236; 6541
1401;Oceania (excluding Australia and New Zealand);;;1835;Others;2003; 9684; 10634; 11589; 12412; 12679; 11510; 11962; 12263
1402;Australia/New Zealand;;;1836;World;900;2222453;2394599;2551212;2900793;3452834;4005857;4578962;4914948
1403;Australia/New Zealand;;;1836;Sub-Saharan Africa;1834; 48921; 63098; 86637; 126622; 176752; 215983; 253832; 282717
1404;Australia/New Zealand;;;1836;Northern Africa and Western Asia;1833; 91713; 102874; 115551; 136547; 158761; 178918; 210810; 223425
1405;Australia/New Zealand;;;1836;Central and Southern Asia;1831; 64492; 88802; 111428; 164724; 285355; 435412; 657609; 827360
1406;Australia/New Zealand;;;1836;Eastern and South-Eastern Asia;1832; 343452; 441385; 521502; 674558; 895996;1129072;1375314;1509055
1407;Australia/New Zealand;;;1836;Latin America and the Caribbean;1830; 40255; 43409; 45455; 51716; 65992; 86041; 121187; 150566
1408;Australia/New Zealand;;;1836;Oceania (excluding Australia and New Zealand);1835; 87162; 97708; 112027; 128613; 145124; 164108; 178960; 196818
1409;Australia/New Zealand;;;1836;Australia/New Zealand;1836; 154502; 177375; 209147; 239864; 286278; 318410; 329537; 336437
1410;Australia/New Zealand;;;1836;Europe and Northern America;1829;1299840;1336715;1327014;1356479;1413695;1448168;1418454;1348380
1411;Australia/New Zealand;;;1836;More developed regions;901;1469097;1533100;1557199;1624249;1733128;1806575;1790658;1730823
1412;Australia/New Zealand;;;1836;Less developed regions;902; 661240; 818266; 971562;1254874;1694825;2169537;2755045;3143935
1413;Australia/New Zealand;;;1836;Least developed countries;941; 32810; 40240; 50985; 76997; 119637; 164430; 230948; 292862
1414;Australia/New Zealand;;;1836;Less developed regions, excluding least developed countries;934; 628430; 778026; 920577;1177877;1575188;2005107;2524097;2851073
1415;Australia/New Zealand;;;1836;Less developed regions, excluding China;948; 570749; 693518; 813798;1023106;1372571;1732765;2224868;2579991
1416;Australia/New Zealand;;;1836;Land-locked Developing Countries (LLDC);1636; 38462; 43539; 49973; 66106; 94513; 129162; 187253; 245621
1417;Australia/New Zealand;;;1836;Small Island Developing States (SIDS);1637; 114306; 129080; 147209; 174659; 201023; 224007; 244721; 264464
1418;Australia/New Zealand;;;1836;High-and-upper-middle-income countries;5503;1803418;1948596;2066792;2302158;2633740;2926313;3146974;3215109
1419;Australia/New Zealand;;;1836;Low-and-Lower-middle-income countries;5504; 314431; 390411; 447965; 562469; 778909;1033267;1381539;1641979
1420;Australia/New Zealand;;;1836;High-income countries;1503;1507056;1590753;1621701;1712076;1856885;1967388;1974919;1934942
1421;Australia/New Zealand;;;1836;Low-and-middle-income countries;1859; 610793; 748254; 893056;1152551;1555764;1992192;2553594;2922146
1422;Australia/New Zealand;;;1836;Middle-income countries;1517; 602774; 737040; 875675;1121086;1506592;1924589;2465524;2818440
1423;Australia/New Zealand;;;1836;Upper-middle-income countries;1502; 296362; 357843; 445091; 590082; 776855; 958925;1172055;1280167
1424;Australia/New Zealand;;;1836;Lower-middle-income countries;1501; 306412; 379197; 430584; 531004; 729737; 965664;1293469;1538273
1425;Australia/New Zealand;;;1836;Low-income countries;1500; 8019; 11214; 17381; 31465; 49172; 67603; 88070; 103706
1426;Australia/New Zealand;;;1836;No income group available;1518; 12488; 12359; 14004; 14496; 15304; 16532; 17190; 17670
1427;Australia/New Zealand;;;1836;AFRICA;903; 69057; 84425; 108718; 155531; 210538; 250248; 289220; 317651
1428;Australia/New Zealand;;;1836;Eastern Africa;910; 20311; 25431; 30368; 43469; 61834; 78622; 89379; 97140
1429;Australia/New Zealand;;;1836;Burundi;108;  8;  11;  10;  172;  913; 1174; 1519; 1660
1430;Australia/New Zealand;;;1836;Djibouti;262;  35;  48;  47;  68;  70;  92;  100;  95
1431;Australia/New Zealand;;;1836;Eritrea;232;  408;  559;  846; 1124; 1543; 2377; 3175; 3602
1432;Australia/New Zealand;;;1836;Ethiopia;231;  686; 1072; 1751; 2932; 4501; 6757; 8078; 9067
1433;Australia/New Zealand;;;1836;Kenya;404; 1894; 2775; 3463; 5200; 7577; 9957; 13056; 15966
1434;Australia/New Zealand;;;1836;Madagascar;450;  56;  65;  100;  120;  151;  181;  213;  216
1435;Australia/New Zealand;;;1836;Malawi;454;  158;  203;  253;  391;  509;  718;  854;  952
1436;Australia/New Zealand;;;1836;Mauritius;480; 8758; 9714; 9571; 10361; 13410; 14502; 14989; 14708
1437;Australia/New Zealand;;;1836;Mozambique;508;  179;  222;  300;  370;  431;  518;  549;  560
1438;Australia/New Zealand;;;1836;Réunion;638;  27;  38;  55;  88;  120;  122;  120;  116
1439;Australia/New Zealand;;;1836;Rwanda;646;  1;  2;  22;  101;  322;  514;  640;  735
1440;Australia/New Zealand;;;1836;Seychelles;690; 1499; 1528; 1452; 1561; 1614; 1649; 1551; 1462
1441;Australia/New Zealand;;;1836;Somalia;706;  600;  808; 1820; 2280; 3169; 4485; 4807; 5096
1442;Australia/New Zealand;;;1836;South Sudan;728;..;..;..;..;  268; 3370; 4319; 4998
1443;Australia/New Zealand;;;1836;Uganda;800;  439;  587;  647;  893; 1411; 1884; 2346; 2654
1444;Australia/New Zealand;;;1836;United Republic of Tanzania;834;  573;  767;  881; 1013; 1753; 2112; 2342; 2409
1445;Australia/New Zealand;;;1836;Zambia;894; 1116; 1415; 1717; 2274; 3057; 3717; 3874; 4122
1446;Australia/New Zealand;;;1836;Zimbabwe;716; 3874; 5617; 7433; 14521; 21015; 24493; 26847; 28722
1447;Australia/New Zealand;;;1836;Middle Africa;911;  268;  346;  457;  772; 2051; 3484; 5290; 6219
1448;Australia/New Zealand;;;1836;Angola;24;  169;  185;  189;  220;  247;  268;  268;  265
1449;Australia/New Zealand;;;1836;Cameroon;120;  4;  6;  25;  53;  100;  186;  247;  298
1450;Australia/New Zealand;;;1836;Central African Republic;140;  1;  2;  3;  4;  10;  12;  67;  100
1451;Australia/New Zealand;;;1836;Chad;148;  2;  4;  12;  17;  20;  25;  43;  48
1452;Australia/New Zealand;;;1836;Congo;178;..;..;  61;  267;  458;  822; 1232; 1494
1453;Australia/New Zealand;;;1836;Democratic Republic of the Congo;180;  91;  147;  157;  201; 1198; 2151; 3411; 3987
1454;Australia/New Zealand;;;1836;Gabon;266;  1;  2;  10;  10;  18;  20;  22;  27
1455;Australia/New Zealand;;;1836;Northern Africa;912; 20136; 21327; 22081; 28909; 33786; 34265; 35388; 34934
1456;Australia/New Zealand;;;1836;Algeria;12;  242;  308;  419;  513;  531;  634;  705;  696
1457;Australia/New Zealand;;;1836;Egypt;818; 18336; 18779; 18338; 18852; 19623; 21426; 22622; 22292
1458;Australia/New Zealand;;;1836;Libya;434;  453;  554;  642;  730; 1074; 1314; 1357; 1334
1459;Australia/New Zealand;;;1836;Morocco;504;  337;  445;  507;  615;  751;  964; 1236; 1367
1460;Australia/New Zealand;;;1836;Sudan;729;  590; 1040; 1967; 7988; 11568; 9653; 9118; 8895
1461;Australia/New Zealand;;;1836;Tunisia;788;  178;  201;  208;  211;  239;  274;  350;  350
1462;Australia/New Zealand;;;1836;Southern Africa;913; 27386; 35951; 53871; 78388; 104987; 122766; 144684; 161597
1463;Australia/New Zealand;;;1836;Botswana;72;  46;  82;  314;  420;  533;  667;  822;  922
1464;Australia/New Zealand;;;1836;Eswatini;748;  55;  72;  125;  132;  169;  205;  200;  196
1465;Australia/New Zealand;;;1836;Lesotho;426;  19;  28;  30;  42;  58;  70;  80;  82
1466;Australia/New Zealand;;;1836;Namibia;516;  101;  157;  221;  359;  544;  724;  863;  971
1467;Australia/New Zealand;;;1836;South Africa;710; 27165; 35612; 53181; 77435; 103683; 121100; 142719; 159426
1468;Australia/New Zealand;;;1836;Western Africa;914;  956; 1370; 1941; 3993; 7880; 11111; 14479; 17761
1469;Australia/New Zealand;;;1836;Benin;204;  1;  1;  10;  10;  31;  30;  38;  33
1470;Australia/New Zealand;;;1836;Burkina Faso;854;  1;  3;  5;  10;  18;  22;  30;  39
1471;Australia/New Zealand;;;1836;Côte d'Ivoire;384;  9;  14;  27;  78;  229;  289;  320;  345
1472;Australia/New Zealand;;;1836;Gambia;270;  5;  8;  12;  37;  40;  56;  48;  54
1473;Australia/New Zealand;;;1836;Ghana;288;  466;  605;  900; 1275; 1931; 2679; 3209; 3830
1474;Australia/New Zealand;;;1836;Guinea;324;  1;  2;  12;  89;  326;  461;  555;  634
1475;Australia/New Zealand;;;1836;Liberia;430;  24;  32;  42;  590; 1513; 1845; 1891; 1966
1476;Australia/New Zealand;;;1836;Mali;466;..;..;  11;  20;  20;  32;  30;  26
1477;Australia/New Zealand;;;1836;Nigeria;566;  347;  549;  699; 1035; 1890; 3352; 5921; 8262
1478;Australia/New Zealand;;;1836;Senegal;686;  56;  81;  96;  105;  137;  165;  208;  217
1479;Australia/New Zealand;;;1836;Sierra Leone;694;  45;  73;  117;  734; 1609; 2001; 2049; 2163
1480;Australia/New Zealand;;;1836;Togo;768;  1;  2;  10;  10;  136;  179;  180;  192
1481;Australia/New Zealand;;;1836;ASIA;935; 479521; 611734; 726400; 946920;1306326;1709137;2208345;2524906
1482;Australia/New Zealand;;;1836;Central Asia;5500;  172;  273;  578; 1052; 1792; 2726; 3463; 4077
1483;Australia/New Zealand;;;1836;Kazakhstan;398;  56;  91;  233;  422;  744; 1210; 1568; 1876
1484;Australia/New Zealand;;;1836;Kyrgyzstan;417;  6;  9;  60;  135;  212;  312;  413;  484
1485;Australia/New Zealand;;;1836;Tajikistan;762;  11;  17;  22;  40;  68;  101;  128;  152
1486;Australia/New Zealand;;;1836;Turkmenistan;795;  4;  7;  19;  40;  66;  72;  95;  107
1487;Australia/New Zealand;;;1836;Uzbekistan;860;  95;  149;  244;  415;  702; 1031; 1259; 1458
1488;Australia/New Zealand;;;1836;Eastern Asia;906; 122593; 165093; 207091; 301879; 415953; 550534; 653244; 694587
1489;Australia/New Zealand;;;1836;China;156; 43480; 66046; 94850; 165954; 249859; 346092; 430366; 451022
1490;Australia/New Zealand;;;1836;China, Hong Kong SAR;344; 32787; 42207; 44103; 45144; 47826; 53898; 60158; 68490
1491;Australia/New Zealand;;;1836;China, Macao SAR;446;  946; 1037; 1125; 1138; 1386; 1554; 1636; 1727
1492;Australia/New Zealand;;;1836;China, Taiwan Province of China;158; 13278; 15458; 17686; 19532; 23183; 35228; 38017; 42705
1493;Australia/New Zealand;;;1836;Japan;392; 14755; 19010; 21038; 27906; 33155; 39997; 42667; 46006
1494;Australia/New Zealand;;;1836;Mongolia;496;  58;  77;  54;  141;  398; 1008; 3280; 5799
1495;Australia/New Zealand;;;1836;Republic of Korea;410; 17289; 21258; 28235; 42064; 60146; 72757; 77120; 78838
1496;Australia/New Zealand;;;1836;Southern Asia;5501; 64320; 88529; 110850; 163672; 283563; 432686; 654146; 823283
1497;Australia/New Zealand;;;1836;Afghanistan;4; 1818; 3075; 5474; 9062; 14792; 22180; 28557; 37332
1498;Australia/New Zealand;;;1836;Bangladesh;50; 1317; 2491; 3939; 6833; 12566; 20005; 26361; 31825
1499;Australia/New Zealand;;;1836;Bhutan;64;  12;  12;  22;  51;  841; 2858; 6303; 13140
1500;Australia/New Zealand;;;1836;India;356; 28589; 41936; 53134; 86048; 162320; 243468; 378069; 462403
1501;Australia/New Zealand;;;1836;Iran (Islamic Republic of);364; 7436; 9146; 10598; 13728; 18399; 30695; 37704; 44147
1502;Australia/New Zealand;;;1836;Maldives;462;  77;  101;  89;  168;  235;  322;  343;  379
1503;Australia/New Zealand;;;1836;Nepal;524;  391;  538;  790; 1637; 10531; 23302; 60736; 96420
1504;Australia/New Zealand;;;1836;Pakistan;586; 2385; 3680; 5189; 8036; 13148; 26344; 40952; 53080
1505;Australia/New Zealand;;;1836;Sri Lanka;144; 22295; 27550; 31615; 38109; 50731; 63512; 75121; 84557
1506;Australia/New Zealand;;;1836;South-Eastern Asia;920; 220859; 276292; 314411; 372679; 480043; 578538; 722070; 814468
1507;Australia/New Zealand;;;1836;Brunei Darussalam;96;  743;  874; 1031; 1307; 1540; 1502; 1654; 1786
1508;Australia/New Zealand;;;1836;Cambodia;116; 12522; 13820; 15360; 17563; 20391; 22597; 27094; 29132
1509;Australia/New Zealand;;;1836;Indonesia;360; 21904; 24969; 31267; 34907; 42300; 46697; 57901; 66160
1510;Australia/New Zealand;;;1836;Lao People's Democratic Republic;418; 5324; 5450; 5255; 5412; 5817; 5857; 6367; 6503
1511;Australia/New Zealand;;;1836;Malaysia;458; 41120; 48843; 51069; 61902; 77990; 86441; 105221; 108968
1512;Australia/New Zealand;;;1836;Myanmar;104; 4763; 5952; 6488; 7267; 12623; 17477; 21978; 24933
1513;Australia/New Zealand;;;1836;Philippines;608; 50082; 68914; 79692; 95686; 132032; 174439; 228640; 269021
1514;Australia/New Zealand;;;1836;Singapore;702; 14639; 17657; 20528; 25844; 32313; 34963; 40239; 41816
1515;Australia/New Zealand;;;1836;Thailand;764; 10053; 13557; 17586; 24383; 38385; 50686; 68894; 85764
1516;Australia/New Zealand;;;1836;Timor-Leste;626;..;..; 1011; 5370; 5338; 5029; 5009; 5640
1517;Australia/New Zealand;;;1836;Viet Nam;704; 59709; 76256; 85124; 93038; 111314; 132850; 159073; 174745
1518;Australia/New Zealand;;;1836;Western Asia;922; 71577; 81547; 93470; 107638; 124975; 144653; 175422; 188491
1519;Australia/New Zealand;;;1836;Armenia;51;  395;  450;  518;  582;  653;  823;  822;  853
1520;Australia/New Zealand;;;1836;Azerbaijan;31;  26;  38;  108;  178;  243;  376;  425;  479
1521;Australia/New Zealand;;;1836;Bahrain;48;  217;  294;  360;  475;  605;  800;  998; 1119
1522;Australia/New Zealand;;;1836;Cyprus;196; 11642; 11482; 11275; 11221; 10781; 10201; 9500; 8650
1523;Australia/New Zealand;;;1836;Georgia;268;  66;  88;  145;  210;  260;  334;  408;  467
1524;Australia/New Zealand;;;1836;Iraq;368; 4597; 7155; 13785; 19977; 27722; 36928; 51361; 58938
1525;Australia/New Zealand;;;1836;Israel;376; 2802; 3210; 3337; 3997; 4715; 4938; 5397; 5205
1526;Australia/New Zealand;;;1836;Jordan;400;  988; 1249; 1537; 1811; 2268; 2909; 3854; 4264
1527;Australia/New Zealand;;;1836;Kuwait;414;  542;  782; 1143; 1425; 1828; 2657; 3196; 3441
1528;Australia/New Zealand;;;1836;Lebanon;422; 31219; 35965; 37776; 40347; 42515; 44632; 45505; 45176
1529;Australia/New Zealand;;;1836;Oman;512;  28;  50;  141;  354;  512;  736;  887;  949
1530;Australia/New Zealand;;;1836;Qatar;634;  36;  62;  109;  180;  278;  505;  929; 1303
1531;Australia/New Zealand;;;1836;Saudi Arabia;682;  220;  449;  728; 1333; 4512; 6314; 6834; 6639
1532;Australia/New Zealand;;;1836;State of Palestine;275; 1289; 1313; 1319; 1417; 1325; 1394; 1428; 1366
1533;Australia/New Zealand;;;1836;Syrian Arab Republic;760; 2821; 3192; 3664; 4179; 4761; 7155; 15722; 18844
1534;Australia/New Zealand;;;1836;Türkiye;792; 14185; 15056; 16521; 18172; 19113; 19205; 20275; 20381
1535;Australia/New Zealand;;;1836;United Arab Emirates;784;  419;  605;  846; 1550; 2615; 4432; 7457; 9897
1536;Australia/New Zealand;;;1836;Yemen;887;  85;  107;  158;  230;  269;  314;  424;  520
1537;Australia/New Zealand;;;1836;EUROPE;908;1257457;1287306;1271472;1288951;1331544;1349036;1304595;1231563
1538;Australia/New Zealand;;;1836;Eastern Europe;923; 82650; 87585; 88245; 91817; 94237; 98116; 99350; 99946
1539;Australia/New Zealand;;;1836;Belarus;112;  565;  667;  750;  902; 1083; 1294; 1520; 1605
1540;Australia/New Zealand;;;1836;Bulgaria;100;  904; 1088; 1356; 1679; 1894; 2119; 2277; 2241
1541;Australia/New Zealand;;;1836;Czechia;203; 6374; 6568; 6459; 7188; 7569; 7963; 7649; 7203
1542;Australia/New Zealand;;;1836;Hungary;348; 13503; 12904; 12273; 11774; 11297; 10739; 9748; 8669
1543;Australia/New Zealand;;;1836;Poland;616; 33905; 37363; 36052; 35274; 33941; 32153; 30568; 28720
1544;Australia/New Zealand;;;1836;Republic of Moldova*;498;  142;  198;  299;  441;  556;  638;  790;  858
1545;Australia/New Zealand;;;1836;Romania;642; 5471; 6116; 6965; 7854; 8523; 8869; 8863; 8469
1546;Australia/New Zealand;;;1836;Russian Federation;643; 9729; 10518; 11426; 13502; 15802; 19805; 22658; 24345
1547;Australia/New Zealand;;;1836;Slovakia;703; 2388; 2579; 2941; 2998; 3176; 3598; 3854; 3873
1548;Australia/New Zealand;;;1836;Ukraine*;804; 9669; 9584; 9724; 10205; 10396; 10938; 11423; 13963
1549;Australia/New Zealand;;;1836;Northern Europe;924; 714582; 731790; 719898; 725799; 769598; 794906; 776255; 741777
1550;Australia/New Zealand;;;1836;Denmark*;208; 4124; 4370; 4521; 4880; 5034; 4935; 4756; 4464
1551;Australia/New Zealand;;;1836;Estonia;233; 1501; 1383; 1088;  922; 1219; 1994; 2093; 2061
1552;Australia/New Zealand;;;1836;Finland*;246; 4653; 4899; 5038; 5222; 5447; 5442; 5259; 4861
1553;Australia/New Zealand;;;1836;Iceland;352;  130;  162;  253;  320;  339;  284;  219;  200
1554;Australia/New Zealand;;;1836;Ireland;372; 27751; 28535; 28909; 30035; 36875; 47898; 47213; 45931
1555;Australia/New Zealand;;;1836;Isle of Man*;833;  341;  350;  347;  362;  416;  368;  425;  403
1556;Australia/New Zealand;;;1836;Latvia;428; 5529; 4843; 3901; 3436; 3222; 3000; 2463; 2062
1557;Australia/New Zealand;;;1836;Lithuania;440; 2587; 2356; 1939; 1783; 1772; 2003; 2061; 1991
1558;Australia/New Zealand;;;1836;Norway*;578;  966; 1167; 1823; 2200; 2277; 2435; 2269; 2303
1559;Australia/New Zealand;;;1836;Sweden;752; 2402; 2949; 3510; 4475; 5545; 6656; 6951; 7065
1560;Australia/New Zealand;;;1836;United Kingdom*;826; 664598; 680776; 668569; 672164; 707452; 719891; 702546; 670436
1561;Australia/New Zealand;;;1836;Southern Europe;925; 317573; 318571; 313897; 315136; 305141; 294405; 272510; 244686
1562;Australia/New Zealand;;;1836;Albania;8;  344;  447;  660; 1070; 1406; 1671; 1947; 2094
1563;Australia/New Zealand;;;1836;Bosnia and Herzegovina;70; 6668; 8686; 13983; 18983; 19829; 18547; 16836; 15138
1564;Australia/New Zealand;;;1836;Croatia;191; 25503; 27089; 27670; 33613; 33582; 30757; 27733; 24470
1565;Australia/New Zealand;;;1836;Gibraltar*;292;  246;  246;  260;  248;  234;  247;  232;  217
1566;Australia/New Zealand;;;1836;Greece;300; 67008; 67382; 64357; 64466; 62135; 59379; 53994; 46939
1567;Australia/New Zealand;;;1836;Italy;380; 119096; 117472; 110892; 106180; 99976; 96929; 86563; 76335
1568;Australia/New Zealand;;;1836;Malta;470; 25514; 26420; 25127; 24835; 23745; 21727; 19546; 17319
1569;Australia/New Zealand;;;1836;Montenegro;499; 3213; 2476; 2559; 1708;  922; 1013;  976;  875
1570;Australia/New Zealand;;;1836;North Macedonia;807; 23306; 23857; 23986; 24994; 25369; 24899; 25823; 24818
1571;Australia/New Zealand;;;1836;Portugal;620; 8808; 8907; 8616; 8739; 8974; 9332; 9151; 8724
1572;Australia/New Zealand;;;1836;Serbia*;688; 26547; 24229; 24974; 19099; 17458; 17100; 16348; 14939
1573;Australia/New Zealand;;;1836;Slovenia;705; 4558; 4463; 4088; 4272; 4151; 4036; 3450; 2883
1574;Australia/New Zealand;;;1836;Spain*;724; 6762; 6897; 6725; 6929; 7360; 8768; 9911; 9935
